,index
6434,NDUFV2
6435,NDUFV3
6436,NECAB1
6437,NECAP1
6438,NECAP2
6439,NECTIN1
6440,NECTIN2
6441,NECTIN3
6442,NECTIN4
6443,NEDD1
6444,NEDD4L
6445,NEDD8
6446,NEDD9
6447,NEGR1
6448,NEIL1
6449,NEK3
6450,NEK6
6451,NEK7
6452,NEK8
6453,NEK9
6454,NELFA
6455,NELFB
6456,NELFCD
6457,NELFE
6458,NELL2
6459,NEMF
6460,NEMP1
6461,NEMP2
6462,NENF
6463,NEO1
6464,NET1
6465,NEU1
6466,NEU3
6467,NEURL1B
6468,NEURL3
6469,NEURL4
6470,NEXN
6471,NF1
6472,NF2
6473,NFAM1
6474,NFAT5
6475,NFATC1
6476,NFATC2
6477,NFATC3
6478,NFATC4
6479,NFE2L1
6480,NFE2L2
6481,NFE2L3
6482,NFIA
6483,NFIB
6484,NFIC
6485,NFIL3
6486,NFIX
6487,NFKB1
6488,NFKB2
6489,NFKBIA
6490,NFKBIB
6491,NFKBID
6492,NFKBIE
6493,NFKBIL1
6494,NFKBIZ
6495,NFS1
6496,NFU1
6497,NFX1
6498,NFXL1
6499,NFYA
6500,NFYB
6501,NFYC
6502,NGB
6503,NGDN
6504,NGF
6505,NGFR
6506,NGLY1
6507,NGRN
6508,NHEJ1
6509,NHLRC2
6510,NHLRC3
6511,NHLRC4
6512,NHP2
6513,NHS
6514,NHSL1
6515,NICN1
6516,NID1
6517,NID2
6518,NIF3L1
6519,NIFK
6520,NIM1K
6521,NIN
6522,NINJ1
6523,NIP7
6524,NIPA1
6525,NIPA2
6526,NIPAL1
6527,NIPAL2
6528,NIPAL3
6529,NIPAL4
6530,NIPBL
6531,NIPSNAP1
6532,NIPSNAP3A
6533,NIT1
6534,NIT2
6535,NKAIN4
6536,NKAP
6537,NKAPL
6538,NKD1
6539,NKG7
6540,NKIRAS1
6541,NKIRAS2
6542,NKRF
6543,NKTR
6544,NLE1
6545,NLGN2
6546,NLK
6547,NLN
6548,NLRC3
6549,NLRC4
6550,NLRC5
6551,NLRP12
6552,NLRP3
6553,NMD3
6554,NME1
6555,NME2
6556,NME4
6557,NME6
6558,NME7
6559,NMI
6560,NMNAT1
6561,NMRK1
6562,NMT1
6563,NMT2
6564,NNMT
6565,NOB1
6566,NOC2L
6567,NOC3L
6568,NOC4L
6569,NOCT
6570,NOD1
6571,NOG
6572,NOL10
6573,NOL11
6574,NOL12
6575,NOL3
6576,NOL6
6577,NOL7
6578,NOL8
6579,NOL9
6580,NOM1
6581,NONO
6582,NOP10
6583,NOP14
6584,NOP16
6585,NOP2
6586,NOP56
6587,NOP58
6588,NOP9
6589,NOS3
6590,NOSIP
6591,NOSTRIN
6592,NOTCH1
6593,NOTCH2
6594,NOTCH3
6595,NOTCH4
6596,NOTUM
6597,NOV
6598,NOVA1
6599,NOX4
6600,NOXRED1
6601,NPAS2
6602,NPAT
6603,NPC1
6604,NPC2
6605,NPDC1
6606,NPEPL1
6607,NPEPPS
6608,NPHP1
6609,NPHP3
6610,NPM1
6611,NPM3
6612,NPNT
6613,NPPC
6614,NPR1
6615,NPR2
6616,NPRL2
6617,NPRL3
6618,NPTXR
6619,NPY1R
6620,NQO1
6621,NQO2
6622,NR1D1
6623,NR1D2
6624,NR1H2
6625,NR1H3
6626,NR2C1
6627,NR2C2
6628,NR2C2AP
6629,NR2F1
6630,NR2F2
6631,NR2F6
6632,NR3C1
6633,NR4A1
6634,NR4A2
6635,NR4A3
6636,NRARP
6637,NRAS
6638,NRBP1
6639,NRDC
6640,NREP
6641,NRF1
6642,NRIP1
6643,NRIP2
6644,NRM
6645,NRN1
6646,NRP1
6647,NRP2
6648,NRROS
6649,NRTN
6650,NRXN2
6651,NSA2
6652,NSD1
6653,NSD2
6654,NSD3
6655,NSDHL
6656,NSF
6657,NSFL1C
6658,NSG1
6659,NSL1
6660,NSMAF
6661,NSMCE1
6662,NSMCE2
6663,NSMCE3
6664,NSMCE4A
6665,NSMF
6666,NSRP1
6667,NSUN2
6668,NSUN3
6669,NSUN4
6670,NSUN5
6671,NSUN6
6672,NT5C
6673,NT5C2
6674,NT5C3A
6675,NT5C3B
6676,NT5DC1
6677,NT5DC2
6678,NT5DC3
6679,NT5E
6680,NT5M
6681,NTAN1
6682,NTF3
6683,NTF4
6684,NTHL1
6685,NTMT1
6686,NTN1
6687,NTPCR
6688,NTRK1
6689,NTRK3
6690,NUAK1
6691,NUAK2
6692,NUB1
6693,NUBP1
6694,NUBP2
6695,NUBPL
6696,NUCB1
6697,NUCB2
6698,NUCKS1
6699,NUDC
6700,NUDCD2
6701,NUDCD3
6702,NUDT1
6703,NUDT12
6704,NUDT13
6705,NUDT14
6706,NUDT16
6707,NUDT16L1
6708,NUDT17
6709,NUDT18
6710,NUDT19
6711,NUDT2
6712,NUDT21
6713,NUDT22
6714,NUDT3
6715,NUDT4
6716,NUDT5
6717,NUDT6
6718,NUDT7
6719,NUDT8
6720,NUDT9
6721,NUFIP1
6722,NUFIP2
6723,NUMA1
6724,NUMB
6725,NUMBL
6726,NUP133
6727,NUP188
6728,NUP210
6729,NUP214
6730,NUP35
6731,NUP37
6732,NUP43
6733,NUP50
6734,NUP54
6735,NUP62
6736,NUP85
6737,NUP88
6738,NUP93
6739,NUP98
6740,NUPL2
6741,NUPR1
6742,NUPR2
6743,NUS1
6744,NUSAP1
6745,NVL
6746,NXF1
6747,NXN
6748,NXPE2
6749,NXPE3
6750,NXPH3
6751,NXT1
6752,NXT2
6753,NYNRIN
6754,OAF
6755,OARD1
6756,OAS2
6757,OAS3
6758,OASL
6759,OAT
6760,OAZ1
6761,OAZ2
6762,OBSCN
6763,OCEL1
6764,OCIAD1
6765,OCIAD2
6766,OCLN
6767,OCRL
6768,OCSTAMP
6769,ODC1
6770,ODF2
6771,ODF2L
6772,OFD1
6773,OGDH
6774,OGFOD2
6775,OGFOD3
6776,OGFR
6777,OGFRL1
6778,OGG1
6779,OGN
6780,OGT
6781,FAM3D
6782,OLA1
6783,OLFM1
6784,OLFM2
6785,OLFML1
6786,OLFML2A
6787,OLFML2B
6788,OLFML3
6789,OR51E1
6790,OMA1
6791,OMD
6792,OMP
6793,OOEP
6794,OPA1
6795,OPCML
6796,OPHN1
6797,OPLAH
6798,OPTC
6799,OPTN
6800,ORAI1
6801,ORAI2
6802,ORAI3
6803,ORAOV1
6804,ORC2
6805,ORC3
6806,ORC4
6807,ORC5
6808,ORC6
6809,ORMDL1
6810,ORMDL2
6811,ORMDL3
6812,OS9
6813,OSBP
6814,OSBPL11
6815,OSBPL1A
6816,OSBPL2
6817,OSBPL3
6818,OSBPL5
6819,OSBPL7
6820,OSBPL8
6821,OSBPL9
6822,OSER1
6823,OSGEP
6824,OSGIN1
6825,OSGIN2
6826,OSM
6827,OSMR
6828,OSR1
6829,OSR2
6830,OSTC
6831,OSTF1
6832,OSTM1
6833,OTUB2
6834,OTUD1
6835,OTUD4
6836,OTUD6B
6837,OTUD7B
6838,OVCA2
6839,OVOL1
6840,OXA1L
6841,OXCT1
6842,OXLD1
6843,OXNAD1
6844,OXR1
6845,OXSM
6846,OXSR1
6847,OXT
6848,P2RX1
6849,P2RX4
6850,P2RX7
6851,P2RY1
6852,P2RY10
6853,P2RY14
6854,P2RY2
6855,P2RY6
6856,P3H1
6857,P3H2
6858,P3H3
6859,P3H4
6860,P4HA1
6861,P4HA2
6862,P4HA3
6863,P4HB
6864,PA2G4
6865,PABPC1
6866,PABPC4
6867,PABPC5
6868,PABPN1
6869,PACS1
6870,PACS2
6871,PACSIN1
6872,PACSIN2
6873,PACSIN3
6874,PADI1
6875,PADI3
6876,PADI4
6877,PAF1
6878,PAFAH1B1
6879,PAFAH1B2
6880,PAFAH1B3
6881,PAFAH2
6882,PAG1
6883,PAICS
6884,PAIP1
6885,PAIP2
6886,PAIP2B
6887,PAK1
6888,PAK1IP1
6889,PAK2
6890,PAK4
6891,PALD1
6892,PALLD
6893,PALM
6894,PALMD
6895,PAM
6896,PAM16
6897,PAMR1
6898,PAN3
6899,PANK1
6900,PANK2
6901,PANK3
6902,PANK4
6903,PANX1
6904,PAOX
6905,TENT2
6906,TENT4B
6907,PAPOLA
6908,PAPPA
6909,PAPPA2
6910,PAPSS1
6911,PAPSS2
6912,PAQR3
6913,PAQR4
6914,PAQR5
6915,PAQR6
6916,PAQR7
6917,PAQR8
6918,PARD3
6919,PARD3B
6920,PARD6A
6921,PARD6G
6922,PARG
6923,PARK7
6924,PARL
6925,PARM1
6926,PARN
6927,PARP1
6928,PARP10
6929,PARP11
6930,PARP12
6931,PARP14
6932,PARP2
6933,PARP3
6934,PARP4
6935,PARP6
6936,PARP8
6937,PARP9
6938,PARS2
6939,PARVA
6940,PARVB
6941,PARVG
6942,PATE2
6943,PATJ
6944,PATZ1
6945,PBDC1
6946,PBRM1
6947,PBX1
6948,PBX2
6949,PBX3
6950,PBXIP1
6951,PCBD1
6952,PCBD2
6953,PCBP1
6954,PCBP2
6955,PCBP3
6956,PCBP4
6957,PCCA
6958,PCCB
6959,PCDH1
6960,PCDH12
6961,PCDH18
6962,PCDH19
6963,PCDH7
6964,PCDHB7
6965,PCDHB8
6966,PCDHB12
6967,PCDHB14
6968,PCDHB4
6969,PCDHGA2
6970,PCDHGA4
6971,PCED1A
6972,PCED1B
6973,PCF11
6974,PCGF1
6975,PCGF2
6976,PCGF3
6977,PCGF5
6978,PCID2
6979,PCIF1
6980,PCK2
6981,PCLAF
6982,PCM1
6983,PCMTD1
6984,PCMTD2
6985,PCNA
6986,PCNP
6987,PCNX1
6988,PCNX3
6989,PCNX4
6990,PCOLCE
6991,PCOLCE2
6992,PCP4
6993,PCSK1N
6994,PCSK4
6995,PCSK5
6996,PCSK6
6997,PCSK7
6998,PCTP
6999,PC
7000,PCYOX1
7001,PCYT1A
7002,PCYT1B
7003,PCYT2
7004,PDAP1
7005,PDCD10
7006,PDCD11
7007,PDCD2
7008,PDCD2L
7009,PDCD4
7010,PDCD6
7011,PDCD6IP
7012,PDCL
7013,PDCL3
7014,PDE12
7015,PDE1A
7016,PDE1B
7017,PDE3A
7018,PDE3B
7019,PDE4A
7020,PDE4B
7021,PDE4DIP
7022,PDE5A
7023,PDE6D
7024,PDE6H
7025,PDE7A
7026,PDE9A
7027,PDGFA
7028,PDGFC
7029,PDGFD
7030,PDGFRA
7031,PDGFRB
7032,PDGFRL
7033,PDHA1
7034,PDHB
7035,PDIA3
7036,PDIA4
7037,PDIA5
7038,PDIA6
7039,PDIK1L
7040,PDK1
7041,PDK2
7042,PDK3
7043,PDK4
7044,PDLIM1
7045,PDLIM2
7046,PDLIM4
7047,PDLIM5
7048,PDLIM7
7049,PDP1
7050,PDP2
7051,PDPK1
7052,PDPN
7053,PDRG1
7054,PDS5A
7055,PDS5B
7056,PDSS1
7057,PDXDC1
7058,PDXK
7059,PDZD11
7060,PDZD2
7061,PDZD4
7062,PDZD8
7063,PDZK1IP1
7064,PDZRN3
7065,PEA15
7066,PEAK1
7067,PEAR1
7068,PEBP1
7069,PECAM1
7070,PECR
7071,PEF1
7072,PEG3
7073,PELI1
7074,PELI2
7075,PELO
7076,PELP1
7077,PENK
7078,PEPD
7079,PER1
7080,PER2
7081,PER3
7082,PERP
7083,PES1
7084,PET100
7085,PEX10
7086,PEX11B
7087,PEX11G
7088,PEX13
7089,PEX14
7090,PEX16
7091,PEX19
7092,PEX2
7093,PEX26
7094,PEX3
7095,PEX5
7096,PEX5L
7097,PEX6
7098,PEX7
7099,PF4
7100,PFAS
7101,PFDN1
7102,PFDN2
7103,PFDN4
7104,PFDN5
7105,PFDN6
7106,PFKFB2
7107,PFKFB3
7108,PFKFB4
7109,PFKL
7110,PFKM
7111,PFKP
7112,PFN1
7113,PFN2
7114,PGAM1
7115,PGAM2
7116,PGAM5
7117,PGAP1
7118,PGBD1
7119,PGD
7120,PGF
7121,PGGHG
7122,PGK1
7123,PGLS
7124,PGLYRP1
7125,PGM2
7126,PGM1
7127,PGM2L1
7128,PGM5
7129,PGP
7130,PGPEP1
7131,PGR
7132,PGRMC1
7133,PGRMC2
7134,PGS1
7135,PHACTR2
7136,PHACTR4
7137,PHAX
7138,PHB
7139,PHB2
7140,PHC3
7141,PHF1
7142,PHF10
7143,PHF12
7144,PHF13
7145,PHF14
7146,PHF2
7147,PHF20
7148,PHF20L1
7149,PHF21A
7150,PHF23
7151,PHF3
7152,PHF5A
7153,PHF6
7154,PHF7
7155,PHGDH
7156,PHIP
7157,PHKA2
7158,PHKB
7159,PHKG2
7160,PHLDA1
7161,PHLDA2
7162,PHLDA3
7163,PHLDB1
7164,PHLDB2
7165,PHLDB3
7166,PHLPP1
7167,PHOSPHO2
7168,PHPT1
7169,PHRF1
7170,PHTF1
7171,PHTF2
7172,PHYH
7173,PHYKPL
7174,PI15
7175,PI16
7176,PI4K2B
7177,PI4KA
7178,PI4KB
7179,PIANP
7180,PIAS1
7181,PIAS2
7182,PIAS3
7183,PIAS4
7184,PIBF1
7185,PICALM
7186,PICK1
7187,PID1
7188,PIEZO1
7189,PIEZO2
7190,PIGA
7191,PIGC
7192,PIGF
7193,PIGG
7194,PIGH
7195,PIGK
7196,PIGM
7197,PIGP
7198,PIGQ
7199,PIGS
7200,PIGT
7201,PIGU
7202,PIGV
7203,PIGX
7204,PIGY
7205,PIGZ
7206,PIH1D1
7207,PIK3C3
7208,PIK3CA
7209,PIK3CB
7210,PIK3CD
7211,PIK3IP1
7212,PIK3R1
7213,PIK3R2
7214,PIK3R3
7215,PIK3R4
7216,PIK3R6
7217,PIKFYVE
7218,PILRA
7219,PIM1
7220,PIM3
7221,PIN1
7222,PIN4
7223,PINK1
7224,PINX1
7225,PIP4K2A
7226,PIP4K2C
7227,PIP5K1A
7228,PIP5K1C
7229,PIR
7230,PISD
7231,PITHD1
7232,PITPNA
7233,PITPNB
7234,PITPNM1
7235,PITPNM2
7236,PITRM1
7237,PITX1
7238,PITX2
7239,PJA1
7240,PJA2
7241,PKD1
7242,PKD2
7243,PKDCC
7244,PKHD1
7245,PKIA
7246,PKIG
7247,PKM
7248,PKMYT1
7249,PKN1
7250,PKN2
7251,PKN3
7252,PKNOX1
7253,PKP3
7254,PKP4
7255,PLA1A
7256,PLA2G12A
7257,PLA2G15
7258,PLA2G16
7259,PLA2G2D
7260,PLA2G2E
7261,PLA2G4A
7262,PLA2G6
7263,PLA2G7
7264,PLA2R1
7265,PLAA
7266,PLAC8
7267,PLAGL1
7268,PLAGL2
7269,PLAT
7270,PLAU
7271,PLAUR
7272,PLBD1
7273,PLBD2
7274,PLCB1
7275,PLCB3
7276,PLCB4
7277,PLCD1
7278,PLCE1
7279,PLCG1
7280,PLCG2
7281,PLCH2
7282,PLCL1
7283,PLCXD3
7284,PLD1
7285,PLD2
7286,PLD3
7287,PLD4
7288,PLEC
7289,PLEK
7290,PLEK2
7291,PLEKHA1
7292,PLEKHA2
7293,PLEKHA3
7294,PLEKHA4
7295,PLEKHA5
7296,PLEKHA7
7297,PLEKHB1
7298,PLEKHB2
7299,PLEKHD1
7300,PLEKHF1
7301,PLEKHF2
7302,PLEKHG1
7303,PLEKHG2
7304,PLEKHG3
7305,PLEKHG5
7306,PLEKHG6
7307,PLEKHH1
7308,PLEKHH2
7309,PLEKHH3
7310,PLEKHJ1
7311,PLEKHM1
7312,PLEKHM2
7313,PLEKHN1
7314,PLEKHO1
7315,PLEKHO2
7316,PLET1
7317,PLGRKT
7318,PLIN2
7319,PLIN3
7320,PLIN4
7321,PLIN5
7322,PLK2
7323,PLK3
7324,PLLP
7325,PLOD1
7326,PLOD2
7327,PLOD3
7328,PLP2
7329,PLPP2
7330,PLPP3
7331,PLPP5
7332,PLPPR2
7333,PLPPR5
7334,PLRG1
7335,PLS1
7336,PLS3
7337,PLSCR1
7338,PLSCR3
7339,PLSCR4
7340,PLTP
7341,PLVAP
7342,PLXDC1
7343,PLXDC2
7344,PLXNA1
7345,PLXNA2
7346,PLXNA3
7347,PLXNB1
7348,PLXNB2
7349,PLXND1
7350,PM20D1
7351,PMEPA1
7352,PML
7353,PMM1
7354,PMM2
7355,PMP22
7356,PMPCA
7357,PMPCB
7358,PMS1
7359,PMVK
7360,PNCK
7361,PNISR
7362,PNKD
7363,PNKP
7364,PNN
7365,PNO1
7366,PNPLA2
7367,PNPLA6
7368,PNPLA7
7369,PNPLA8
7370,PNPO
7371,PNPT1
7372,PNRC1
7373,PNRC2
7374,POC1A
7375,POC5
7376,PODN
7377,PODNL1
7378,POF1B
7379,POFUT1
7380,POFUT2
7381,POGK
7382,POGLUT1
7383,POGZ
7384,POLA1
7385,POLA2
7386,POLB
7387,POLD1
7388,POLD2
7389,POLD3
7390,POLD4
7391,POLDIP2
7392,POLDIP3
7393,POLE2
7394,POLE3
7395,POLE4
7396,POLG
7397,POLG2
7398,POLI
7399,POLK
7400,POLL
7401,POLM
7402,POLR1C
7403,POLR1D
7404,POLR1E
7405,POLR2A
7406,POLR2B
7407,POLR2C
7408,POLR2D
7409,POLR2E
7410,POLR2F
7411,POLR2G
7412,POLR2H
7413,POLR2I
7414,POLR2J
7415,POLR2K
7416,POLR2L
7417,POLR2M
7418,POLR3A
7419,POLR3C
7420,POLR3D
7421,POLR3E
7422,POLR3F
7423,POLR3G
7424,POLR3GL
7425,POLR3H
7426,POLR3K
7427,POLRMT
7428,POMC
7429,POMGNT1
7430,POMGNT2
7431,POMK
7432,POMP
7433,POMT2
7434,PON2
7435,PON3
7436,POP4
7437,POP5
7438,POP7
7439,POPDC2
7440,POR
7441,PORCN
7442,POSTN
7443,POT1
7444,POU2F1
7445,POU2F2
7446,POU6F1
7447,PPA1
7448,PPA2
7449,PPAN
7450,PPARD
7451,PPARG
7452,PPARGC1A
7453,PPAT
7454,PPCDC
7455,PPCS
7456,PPDPF
7457,PPFIA3
7458,PPFIBP1
7459,PPFIBP2
7460,PPHLN1
7461,PPIA
7462,PPIB
7463,PPIC
7464,PPID
7465,PPIE
7466,PPIF
7467,PPIG
7468,PPIH
7469,PPIL1
7470,PPIL2
7471,PPIL3
7472,PPIL4
7473,PPIL6
7474,PPIP5K1
7475,PPIP5K2
7476,PPL
7477,PPM1A
7478,PPM1B
7479,PPM1E
7480,PPM1F
7481,PPM1G
7482,PPM1H
7483,PPM1J
7484,PPM1L
7485,PPM1M
7486,PPME1
7487,PPOX
7488,PPP1CA
7489,PPP1CB
7490,PPP1R10
7491,PPP1R11
7492,PPP1R12A
7493,PPP1R12C
7494,PPP1R13B
7495,PPP1R13L
7496,PPP1R14A
7497,PPP1R14B
7498,PPP1R14C
7499,PPP1R15A
7500,PPP1R15B
7501,PPP1R16A
7502,PPP1R18
7503,PPP1R2
7504,PPP1R21
7505,PPP1R26
7506,PPP1R35
7507,PPP1R37
7508,PPP1R3D
7509,PPP1R3E
7510,PPP1R7
7511,PPP1R8
7512,PPP1R9A
7513,PPP1R9B
7514,PPP2CA
7515,PPP2CB
7516,PPP2R1A
7517,PPP2R1B
7518,PPP2R2A
7519,PPP2R2B
7520,PPP2R2D
7521,PPP2R3A
7522,PPP2R3C
7523,PPP2R5A
7524,PPP2R5D
7525,PPP2R5E
7526,PPP3CA
7527,PPP3CC
7528,PPP3R1
7529,PPP4C
7530,PPP4R1
7531,PPP4R3A
7532,PPP4R3B
7533,PPP5C
7534,PPP6C
7535,PPP6R1
7536,PPP6R3
7537,PPRC1
7538,PPT1
7539,PPT2
7540,PPTC7
7541,PPWD1
7542,PPY
7543,PQBP1
7544,PQLC1
7545,PQLC2
7546,PQLC3
7547,PRADC1
7548,PRAF2
7549,PRAG1
7550,PRAP1
7551,PRC1
7552,PRCP
7553,PRDM5
7554,PRDM6
7555,PRDX1
7556,PRDX2
7557,PRDX3
7558,PRDX4
7559,PRDX5
7560,PRDX6
7561,PREB
7562,PRELID1
7563,PRELID3B
7564,PRELP
7565,PREP
7566,PREX1
7567,PREX2
7568,PRF1
7569,PRIM2
7570,PRKAA1
7571,PRKAA2
7572,PRKAB1
7573,PRKAB2
7574,PRKACB
7575,PRKAG1
7576,PRKAG2
7577,PRKAR1A
7578,PRKAR1B
7579,PRKAR2A
7580,PRKAR2B
7581,PRKCA
7582,PRKCB
7583,PRKCD
7584,PRKCE
7585,PRKCH
7586,PRKCI
7587,PRKCQ
7588,PRKCSH
7589,PRKCZ
7590,PRKD2
7591,PRKD3
7592,PRKDC
7593,PRKG2
7594,PRKRA
7595,PRKRIP1
7596,PRKX
7597,PRLR
7598,PRMT1
7599,PRMT2
7600,PRMT3
7601,PRMT5
7602,PRMT6
7603,PRMT7
7604,PRNP
7605,PROCA1
7606,PROCR
7607,PROM1
7608,PROM2
7609,PROS1
7610,PROSER1
7611,PROSER2
7612,PROX2
7613,PRPF18
7614,PRPF19
7615,PRPF3
7616,PRPF31
7617,PRPF38A
7618,PRPF38B
7619,PRPF39
7620,PRPF4
7621,PRPF40A
7622,PRPF40B
7623,PRPF4B
7624,PRPF6
7625,PRPF8
7626,PRPH
7627,PRPS2
7628,PRPSAP1
7629,PRPSAP2
7630,PRR14
7631,PRR15L
7632,PRR16
7633,PRR3
7634,PRR5
7635,PRR5L
7636,PRR7
7637,PRRC1
7638,PRRC2A
7639,PRRC2B
7640,PRRC2C
7641,PRRG1
7642,PRRG2
7643,PRRG3
7644,PRRX1
7645,PRRX2
7646,PRSS12
7647,PRSS22
7648,PRSS23
7649,PRSS27
7650,PRSS35
7651,PRSS53
7652,PRSS8
7653,PRUNE1
7654,PSAP
7655,PSAPL1
7656,PSAT1
7657,PSCA
7658,PSD3
7659,PSEN1
7660,PSEN2
7661,PSENEN
7662,PSIP1
7663,PSKH1
7664,PSMA1
7665,PSMA2
7666,PSMA3
7667,PSMA4
7668,PSMA5
7669,PSMA6
7670,PSMA7
7671,PSMB1
7672,PSMB10
7673,PSMB2
7674,PSMB3
7675,PSMB4
7676,PSMB5
7677,PSMB6
7678,PSMB7
7679,PSMB8
7680,PSMB9
7681,PSMC1
7682,PSMC2
7683,PSMC3
7684,PSMC3IP
7685,PSMC4
7686,PSMC5
7687,PSMC6
7688,PSMD1
7689,PSMD10
7690,PSMD11
7691,PSMD12
7692,PSMD13
7693,PSMD14
7694,PSMD2
7695,PSMD3
7696,PSMD4
7697,PSMD5
7698,PSMD6
7699,PSMD7
7700,PSMD8
7701,PSMD9
7702,PSME1
7703,PSME2
7704,PSME3
7705,PSMF1
7706,PSMG1
7707,PSMG2
7708,PSMG3
7709,PSMG4
7710,PSPC1
7711,PSPH
7712,PSTK
7713,PSTPIP1
7714,PTAFR
7715,PTBP1
7716,PTBP2
7717,PTBP3
7718,PTCD2
7719,PTCD3
7720,PTCH1
7721,PTCH2
7722,PTDSS1
7723,PTDSS2
7724,PTEN
7725,PTER
7726,PTGER1
7727,PTGER2
7728,PTGER4
7729,PTGES
7730,PTGES2
7731,PTGES3L
7732,PTGFR
7733,PTGFRN
7734,PTGIR
7735,PTGIS
7736,PTGR1
7737,PTGR2
7738,PTGS1
7739,PTGS2
7740,PTH1R
7741,PTHLH
7742,PTK2
7743,PTK2B
7744,PTK7
7745,PTN
7746,PTOV1
7747,PTP4A2
7748,PTP4A3
7749,PTPA
7750,PTPDC1
7751,PTPMT1
7752,PTPN1
7753,PTPN11
7754,PTPN12
7755,PTPN13
7756,PTPN14
7757,PTPN18
7758,PTPN2
7759,PTPN22
7760,PTPN23
7761,PTPN3
7762,PTPN5
7763,PTPN6
7764,PTPN7
7765,PTPRA
7766,PTPRB
7767,PTPRC
7768,PTPRCAP
7769,PTPRE
7770,PTPRF
7771,PTPRG
7772,PTPRJ
7773,PTPRK
7774,PTPRM
7775,PTPRO
7776,PTPRR
7777,PTPRS
7778,PTPRU
7779,PTRH1
7780,PTRH2
7781,PTRHD1
7782,PTS
7783,PTTG1
7784,PTTG1IP
7785,PUF60
7786,PUM1
7787,PUM2
7788,PUM3
7789,PURA
7790,PURB
7791,PURG
7792,PUS1
7793,PUS10
7794,PUS3
7795,PUS7
7796,PUSL1
7797,PWP1
7798,PWWP2B
7799,PXDN
7800,PXK
7801,PXMP2
7802,PXMP4
7803,PXN
7804,PXYLP1
7805,PYCARD
7806,PYCR1
7807,PYCR2
7808,PYCR3
7809,PYGB
7810,PYGL
7811,PYGM
7812,PYGO1
7813,PYGO2
7814,PYM1
7815,PYROXD1
7816,PYROXD2
7817,PYURF
7818,QDPR
7819,QKI
7820,QPCT
7821,QPCTL
7822,QRFP
7823,QRICH1
7824,QRSL1
7825,QSOX1
7826,QSOX2
7827,QTRT1
7828,R3HCC1L
7829,R3HDM1
7830,R3HDM2
7831,R3HDM4
7832,RAB10
7833,RAB11A
7834,RAB11B
7835,RAB11FIP1
7836,RAB11FIP3
7837,RAB11FIP5
7838,RAB12
7839,RAB13
7840,RAB14
7841,RAB18
7842,RAB19
7843,RAB1A
7844,RAB1B
7845,RAB20
7846,RAB21
7847,RAB22A
7848,RAB23
7849,RAB24
7850,RAB25
7851,RAB27A
7852,RAB27B
7853,RAB28
7854,RAB29
7855,RAB2A
7856,RAB2B
7857,RAB30
7858,RAB31
7859,RAB32
7860,RAB33B
7861,RAB34
7862,RAB35
7863,RAB3A
7864,RAB3D
7865,RAB3GAP1
7866,RAB3IL1
7867,RAB3IP
7868,RAB40B
7869,RAB40C
7870,RAB4A
7871,RAB5B
7872,RAB5C
7873,RAB6A
7874,RAB6B
7875,RAB7A
7876,RAB7B
7877,RAB8A
7878,RAB8B
7879,RAB9A
7880,RABAC1
7881,RABEP1
7882,RABEP2
7883,RABGAP1
7884,RABGAP1L
7885,RABGEF1
7886,RABGGTA
7887,RABGGTB
7888,RABIF
7889,RABL2A
7890,RABL6
7891,RAC1
7892,RAC2
7893,RACK1
7894,RAD1
7895,RAD17
7896,RAD21
7897,RAD23A
7898,RAD23B
7899,RAD50
7900,RAD51D
7901,RAD52
7902,RAD9A
7903,RAD9B
7904,RAE1
7905,RAF1
7906,RAI1
7907,RAI14
7908,RAI2
7909,RALA
7910,RALB
7911,RALBP1
7912,RALGAPA1
7913,RALGAPA2
7914,RALGAPB
7915,RALGPS2
7916,RALY
7917,RAMP1
7918,RAMP2
7919,RAN
7920,RANBP1
7921,RANBP3
7922,RANBP6
7923,RANBP9
7924,RANGAP1
7925,RANGRF
7926,RAP1A
7927,RAP1B
7928,RAP1GDS1
7929,RAP2A
7930,RAP2B
7931,RAP2C
7932,RAPGEF1
7933,RAPGEF6
7934,RAPGEFL1
7935,RAPH1
7936,RARA
7937,RARG
7938,RARRES1
7939,RARRES2
7940,RARS
7941,RARS2
7942,RASA1
7943,RASA2
7944,RASA3
7945,RASA4
7946,RASAL3
7947,RASD1
7948,RASD2
7949,RASGEF1A
7950,RASGEF1B
7951,RASGRP1
7952,RASGRP2
7953,RASGRP4
7954,RASIP1
7955,RASL10A
7956,RASL11A
7957,RASL11B
7958,RASL12
7959,RASSF1
7960,RASSF3
7961,RASSF4
7962,RASSF7
7963,RB1
7964,RB1CC1
7965,RBAK
7966,RBBP4
7967,RBBP5
7968,RBBP6
7969,RBBP7
7970,RBBP8
7971,RBBP9
7972,RBCK1
7973,RBFA
7974,RBFOX2
7975,RBL1
7976,RBL2
7977,RBM10
7978,RBM12
7979,RBM14
7980,RBM15B
7981,RBM17
7982,RBM18
7983,RBM19
7984,RBM22
7985,RBM24
7986,RBM26
7987,RBM27
7988,RBM28
7989,RBM34
7990,RBM38
7991,RBM39
7992,RBM43
7993,RBM45
7994,RBM46
7995,RBM47
7996,RBM48
7997,RBM5
7998,RBM6
7999,RBM7
8000,RBM8A
8001,RBMS1
8002,RBMS2
8003,RBMS3
8004,RBMX2
8005,RBP1
8006,RBP4
8007,RBP7
8008,RBPJ
8009,RBPMS
8010,RBPMS2
8011,RBSN
